,ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,InvoiceDate,Cluster
1821,6436,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-20,2020-06-24,No,Yes,3/20/2020,3/23/2020,On,US/Canada,Consumer,Web,No,Yes,4.0,0.0,0.0,0.0,0.0,2020-03-20,0
1824,6445,FRA,Limited,INITIAL_PURCHASE,Web,61.85,USD,2020-03-22,2020-09-25,No,Yes,3/22/2020,3/25/2020,Off,Europe,Consumer,Web,Yes,Yes,3.0,2.0,0.0,1.0,0.0,2020-03-22,0
1827,6455,HEB,Limited,RENEWAL,Web,79.0,USD,2019-09-22,2020-05-17,No,Yes,11/14/2019,11/17/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-09-22,1
1830,6462,RUS,Limited,INITIAL_PURCHASE,Web,76.23,USD,2020-01-07,2020-04-29,No,Yes,1/7/2020,1/10/2020,On,Europe,Consumer,Web,No,Yes,3.0,0.0,0.0,0.0,0.0,2020-01-07,1
1833,6466,ITA,Limited,INITIAL_PURCHASE,Web,83.49,USD,2020-02-08,2021-02-11,No,Yes,2/8/2020,2/11/2020,On,Europe,Consumer,Web,No,Yes,8.0,8.0,7.0,4.0,3.0,2020-02-08,0
1836,6473,IND,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-02,2019-11-08,No,Yes,2/9/2019,2/12/2019,Off,US/Canada,Consumer,App,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-02-02,1
1839,6480,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-12,2099-01-01,No,Yes,3/10/2020,3/13/2020,Off,US/Canada,Consumer,Web,Yes,Yes,10.0,1.0,0.0,1.0,0.0,2020-03-12,0
1842,6539,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-08,2099-01-01,No,Yes,6/11/2019,6/14/2019,Off,US/Canada,Consumer,Web,Yes,Yes,182.0,102.0,27.0,37.0,5.0,2020-03-08,0
1845,6545,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-19,2020-06-22,No,Yes,3/19/2020,3/22/2020,On,US/Canada,Consumer,Web,Yes,Yes,6.0,0.0,0.0,0.0,0.0,2020-03-19,0
1848,6551,SVE,Lifetime,INITIAL_PURCHASE,Web,179.0,USD,2019-11-16,2099-01-01,No,Yes,11/16/2019,11/19/2019,Off,US/Canada,Other,Web,Yes,Yes,2.0,1.0,0.0,1.0,0.0,2019-11-16,0
1851,6570,ALL,Lifetime,INITIAL_PURCHASE,Web,299.0,USD,2020-02-29,2099-01-01,No,Yes,2/29/2020,3/3/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2020-02-29,0
1854,6571,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-12,2020-06-19,No,Yes,3/12/2020,3/15/2020,On,US/Canada,Consumer,Web,Yes,Yes,17.0,0.0,0.0,0.0,0.0,2020-03-12,0
1857,6577,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-05,2019-10-08,No,Yes,7/5/2019,7/8/2019,Off,US/Canada,Consumer,Web,Yes,Yes,68.0,0.0,0.0,0.0,0.0,2019-07-05,1
1860,6618,FRA,Limited,INITIAL_PURCHASE,Web,37.77,USD,2019-11-26,2020-02-29,No,Yes,11/26/2019,11/29/2019,Off,US/Canada,Consumer,Web,Yes,Yes,14.0,13.0,0.0,3.0,0.0,2019-11-26,1
1863,6665,ESC,Limited,INITIAL_PURCHASE,Web,53.84,USD,2020-01-25,2020-07-28,No,Yes,1/25/2020,1/28/2020,Off,Europe,Consumer,Web,No,Yes,20.0,11.0,7.0,6.0,2.0,2020-01-25,1
1866,6686,ITA,Limited,INITIAL_PURCHASE,App,33.99,USD,2020-02-01,2020-05-08,No,Yes,2/1/2020,2/8/2020,On,US/Canada,Consumer,App,No,Yes,19.0,19.0,4.0,2.0,1.0,2020-02-01,1
1869,6715,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-26,2020-07-08,No,Yes,4/1/2020,4/8/2020,On,US/Canada,Consumer,Web,Yes,Yes,6.0,3.0,0.0,1.0,0.0,2020-03-26,0
1872,6718,ENG,Limited,RENEWAL,Web,79.0,USD,2019-07-20,2020-04-23,No,Yes,7/20/2019,7/23/2019,On,Other,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-07-20,1
1875,6722,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-02,2020-04-05,No,Yes,7/2/2019,7/5/2019,Off,US/Canada,Consumer,Web,Yes,Yes,10.0,5.0,0.0,2.0,0.0,2019-07-02,1
1878,6723,ESP,Limited,INITIAL_PURCHASE,Web,79.0,USD,2019-09-03,2020-03-06,No,Yes,9/3/2019,9/6/2019,Off,US/Canada,Consumer,Web,No,Yes,24.0,11.0,0.0,11.0,0.0,2019-09-03,1
1881,6731,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-01,2019-11-04,No,Yes,8/1/2019,8/4/2019,Off,US/Canada,Consumer,Web,Yes,Yes,167.0,4.0,0.0,4.0,0.0,2019-08-01,1
1884,6754,ALL,Lifetime,INITIAL_PURCHASE,Web,199.4,USD,2020-02-27,2099-01-01,No,Yes,7/28/2019,7/31/2019,Off,US/Canada,Consumer,Web,Yes,Yes,120.0,27.0,6.0,14.0,2.0,2020-02-27,0
1887,6762,ALL,Limited,INITIAL_PURCHASE,Web,101.87,USD,2020-03-25,2021-03-25,No,Yes,3/16/2020,3/23/2020,On,US/Canada,Consumer,Web,Yes,Yes,10.0,2.0,0.0,1.0,0.0,2020-03-25,0
1890,6782,ESP,Limited,RENEWAL,Web,35.97,USD,2020-01-04,2020-07-07,No,Yes,1/4/2020,1/7/2020,On,US/Canada,Consumer,Web,Yes,Yes,15.0,11.0,0.0,5.0,0.0,2020-01-04,1
1893,6788,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-16,2099-01-01,No,Yes,1/7/2019,1/10/2019,Off,US/Canada,Consumer,App,Yes,Yes,139.0,17.0,3.0,16.0,2.0,2020-03-16,0
1896,6792,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-06,2099-01-01,No,Yes,12/3/2019,12/6/2019,Off,US/Canada,Consumer,Web,Yes,Yes,151.0,29.0,9.0,11.0,3.0,2020-03-06,0
1899,6804,ALL,Lifetime,INITIAL_PURCHASE,Web,200.81,USD,2020-02-19,2099-01-01,No,Yes,8/7/2018,8/10/2018,Off,US/Canada,Consumer,Web,Yes,Yes,165.0,124.0,6.0,64.0,1.0,2020-02-19,0
1902,6809,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-13,2099-01-01,No,Yes,3/13/2020,3/16/2020,Off,US/Canada,Consumer,Web,Yes,Yes,304.0,222.0,87.0,84.0,4.0,2020-03-13,0
1905,6859,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-05,2020-06-22,No,Yes,2/5/2020,2/8/2020,On,US/Canada,Consumer,Web,Yes,Yes,52.0,5.0,0.0,2.0,0.0,2020-02-05,1
1908,6860,ENG,Limited,INITIAL_PURCHASE,Web,38.34,USD,2020-01-27,2020-05-09,No,Yes,1/27/2020,1/30/2020,On,US/Canada,Consumer,Web,Yes,Yes,15.0,1.0,0.0,1.0,0.0,2020-01-27,1
1911,6870,ESC,Limited,INITIAL_PURCHASE,Web,100.08,USD,2020-03-05,2020-09-08,No,Yes,3/5/2020,3/8/2020,On,Europe,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-05,0
1914,6875,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-05,2020-06-26,No,Yes,3/5/2020,3/8/2020,On,US/Canada,Consumer,Web,Yes,Yes,38.0,4.0,4.0,1.0,1.0,2020-03-05,0
1917,6927,TUR,Limited,INITIAL_PURCHASE,Web,83.74,USD,2019-09-27,2020-04-02,No,Yes,9/27/2019,9/30/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,3.0,0.0,2.0,0.0,2019-09-27,1
1920,6932,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-26,2099-01-01,No,Yes,3/23/2020,3/26/2020,Off,US/Canada,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-26,0
1923,6939,TGL,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-26,2020-07-09,No,Yes,3/26/2020,4/2/2020,On,US/Canada,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-26,0
1926,6940,FRA,Limited,RENEWAL,Web,49.0,USD,2019-12-08,2020-06-23,No,Yes,12/8/2019,12/11/2019,On,Europe,Consumer,Web,No,Yes,3.0,2.0,0.0,1.0,0.0,2019-12-08,1
1929,6949,ESC,Limited,INITIAL_PURCHASE,Web,95.91,USD,2020-02-03,2021-02-09,No,Yes,2/3/2020,2/6/2020,Off,Europe,Consumer,Web,Yes,Yes,22.0,19.0,12.0,6.0,1.0,2020-02-03,0
1932,6954,ALL,Lifetime,INITIAL_PURCHASE,Web,213.43,USD,2020-03-29,2099-01-01,No,Yes,3/27/2020,3/30/2020,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,4.0,4.0,1.0,1.0,2020-03-29,0
1935,6987,ESP,Limited,INITIAL_PURCHASE,Web,42.36,USD,2019-12-29,2020-04-03,No,Yes,12/29/2019,1/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,13.0,1.0,0.0,1.0,0.0,2019-12-29,1
1938,7007,ESP,Limited,RENEWAL,Web,35.97,USD,2019-06-26,2020-05-20,No,Yes,6/26/2019,6/29/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,1.0,0.0,1.0,0.0,2019-06-26,1
1941,7008,ITA,Limited,INITIAL_PURCHASE,Web,53.84,USD,2020-01-16,2020-07-19,No,Yes,1/16/2020,1/19/2020,On,Europe,Consumer,Web,No,Yes,248.0,248.0,243.0,6.0,4.0,2020-01-16,1
1944,7014,FRA,Limited,RENEWAL,Web,56.75,USD,2019-10-18,2020-04-30,No,Yes,10/18/2019,10/21/2019,Off,Europe,Consumer,Web,No,Yes,11.0,11.0,0.0,3.0,0.0,2019-10-18,1
1947,7028,DEU,Limited,INITIAL_PURCHASE,Web,41.73,USD,2020-01-01,2020-04-05,No,Yes,1/1/2020,1/4/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,4.0,0.0,2.0,0.0,2020-01-01,1
1950,7033,HEB,Limited,INITIAL_PURCHASE,Web,68.11,USD,2019-12-06,2020-03-13,No,Yes,12/11/2019,12/14/2019,Off,US/Canada,Consumer,Web,Yes,Yes,14.0,0.0,0.0,0.0,0.0,2019-12-06,1
1953,7068,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-17,2020-02-17,No,Yes,12/16/2019,12/19/2019,Off,Other,Consumer,Web,Yes,Yes,109.0,101.0,0.0,74.0,0.0,2019-11-17,1
1956,7082,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-20,2019-11-07,No,Yes,8/20/2019,8/23/2019,Off,US/Canada,Consumer,Web,No,Yes,26.0,3.0,2.0,2.0,1.0,2019-08-20,1
1959,7086,ENG,Limited,RENEWAL,Web,49.4,USD,2020-01-01,2020-07-05,No,Yes,1/1/2020,1/4/2020,On,Europe,Consumer,Web,Yes,Yes,54.0,39.0,11.0,9.0,2.0,2020-01-01,1
1962,7155,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,No,Yes,12/22/2019,12/25/2019,Off,US/Canada,Consumer,Web,Yes,Yes,249.0,143.0,5.0,75.0,1.0,2020-03-25,0
1965,7170,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-13,2099-01-01,No,Yes,3/12/2020,3/15/2020,Off,US/Canada,Consumer,Web,Yes,Yes,97.0,96.0,64.0,9.0,3.0,2020-03-13,0
1968,7173,ESC,Limited,INITIAL_PURCHASE,Web,39.03,USD,2019-09-25,2020-06-26,No,Yes,12/24/2019,12/27/2019,On,US/Canada,Consumer,Web,Yes,Yes,7.0,3.0,2.0,2.0,1.0,2019-09-25,1
1971,7178,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-06-10,2020-05-22,No,Yes,6/10/2019,6/13/2019,On,US/Canada,Consumer,Web,Yes,Yes,28.0,0.0,0.0,0.0,0.0,2019-06-10,1
1974,7193,ALL,Limited,INITIAL_PURCHASE,Web,135.04,USD,2020-03-17,2022-03-17,No,Yes,3/7/2020,3/10/2020,Off,Europe,Consumer,Web,Yes,Yes,39.0,24.0,21.0,3.0,2.0,2020-03-17,0
1977,7233,FRA,Limited,INITIAL_PURCHASE,Web,41.5,USD,2020-03-29,2020-07-05,No,Yes,3/29/2020,4/1/2020,Off,Europe,Consumer,Web,Yes,Yes,12.0,3.0,0.0,2.0,0.0,2020-03-29,0
1980,7238,ALL,Lifetime,INITIAL_PURCHASE,Web,207.96,USD,2020-03-19,2099-01-01,No,Yes,3/18/2020,3/21/2020,Off,US/Canada,Consumer,Web,Yes,Yes,9.0,8.0,0.0,2.0,0.0,2020-03-19,0
1983,7265,ESP,Limited,RENEWAL,Web,35.97,USD,2019-10-05,2020-07-10,No,Yes,10/5/2019,10/8/2019,Off,US/Canada,Consumer,Web,Yes,Yes,3.0,1.0,0.0,1.0,0.0,2019-10-05,1
1986,7266,ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,2020-03-17,2099-01-01,No,Yes,3/1/2020,3/4/2020,Off,US/Canada,Consumer,Web,Yes,Yes,27.0,10.0,7.0,4.0,2.0,2020-03-17,0
1989,7267,ESC,Limited,INITIAL_PURCHASE,Web,34.05,USD,2020-03-31,2020-07-03,No,Yes,3/31/2020,4/3/2020,On,Europe,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-31,0
1992,7271,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-14,2020-06-19,No,Yes,3/14/2020,3/17/2020,Off,US/Canada,Consumer,Web,No,Yes,15.0,11.0,6.0,2.0,1.0,2020-03-14,0
1995,7286,ESP,Limited,RENEWAL,Web,119.0,USD,2019-10-22,2020-10-22,No,Yes,10/15/2019,10/18/2019,Off,US/Canada,Consumer,Web,Yes,Yes,5.0,0.0,0.0,0.0,0.0,2019-10-22,1
1998,7288,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-24,2020-05-27,No,Yes,2/24/2020,2/27/2020,On,US/Canada,Consumer,Web,Yes,Yes,10.0,2.0,0.0,1.0,0.0,2020-02-24,1
2001,7302,ITA,Limited,RENEWAL,Web,15.05,USD,2019-06-15,2020-02-15,No,Yes,4/6/2020,4/9/2020,On,Europe,Consumer,Web,Yes,Yes,10.0,9.0,0.0,1.0,0.0,2019-06-15,1
2004,7314,ESP,Limited,RENEWAL,Web,35.97,USD,2019-12-30,2020-07-02,No,Yes,12/30/2019,1/2/2020,On,US/Canada,Consumer,Web,No,Yes,2.0,1.0,0.0,1.0,0.0,2019-12-30,1
2007,7319,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-21,2099-01-01,No,Yes,12/30/2019,1/2/2020,Off,US/Canada,Consumer,Web,Yes,Yes,195.0,69.0,7.0,35.0,3.0,2020-03-21,0
2010,7324,ESP,Limited,RENEWAL,Web,79.0,USD,2018-10-05,2020-05-29,No,Yes,10/3/2019,10/6/2019,On,US/Canada,Consumer,Web,Yes,Yes,88.0,0.0,0.0,0.0,0.0,2018-10-05,1
2013,7345,SVE,Limited,RENEWAL,Web,35.97,USD,2019-11-23,2020-05-23,No,Yes,8/31/2016,9/3/2016,On,US/Canada,Consumer,Web,Yes,Yes,15.0,14.0,4.0,4.0,1.0,2019-11-23,1
2016,7351,CHI,Limited,INITIAL_PURCHASE,Web,54.49,USD,2020-03-15,2020-06-19,No,Yes,3/15/2020,3/18/2020,On,Europe,Consumer,Web,No,Yes,49.0,1.0,0.0,1.0,0.0,2020-03-15,0
2019,7370,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-23,2020-06-26,No,Yes,3/23/2020,3/26/2020,On,US/Canada,Consumer,Web,Yes,Yes,10.0,6.0,6.0,2.0,2.0,2020-03-23,0
2022,7371,ENG,Limited,RENEWAL,Web,35.97,USD,2019-10-16,2020-07-19,No,Yes,10/16/2019,10/19/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,1.0,0.0,1.0,0.0,2019-10-16,1
2025,7375,ARA,Lifetime,INITIAL_PURCHASE,Web,180.29,USD,2020-03-11,2099-01-01,No,Yes,3/11/2020,3/14/2020,Off,Europe,Consumer,Web,No,Yes,6.0,0.0,0.0,0.0,0.0,2020-03-11,0
2028,7379,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,2020-03-22,2022-03-22,No,Yes,3/18/2020,3/21/2020,On,US/Canada,Consumer,Web,Yes,Yes,20.0,12.0,0.0,4.0,0.0,2020-03-22,0
2031,7394,ESP,Limited,INITIAL_PURCHASE,Web,38.34,USD,2020-03-17,2020-06-20,No,Yes,3/17/2020,3/20/2020,On,US/Canada,Consumer,Web,Yes,Yes,38.0,37.0,0.0,2.0,0.0,2020-03-17,0
2034,7399,ENG,Limited,RENEWAL,Web,35.97,USD,2019-09-13,2020-06-20,No,Yes,9/17/2019,9/20/2019,On,US/Canada,Consumer,Web,Yes,Yes,10.0,8.0,0.0,2.0,0.0,2019-09-13,1
2037,7401,FRA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-20,2019-10-23,No,Yes,7/20/2019,7/23/2019,On,US/Canada,Consumer,Web,Yes,Yes,156.0,0.0,0.0,0.0,0.0,2019-07-20,1
2040,7407,ESP,Limited,INITIAL_PURCHASE,Web,39.12,USD,2019-12-14,2020-03-14,No,Yes,6/14/2019,6/17/2019,Off,US/Canada,Consumer,Web,No,Yes,50.0,38.0,0.0,13.0,0.0,2019-12-14,1
2043,7421,EBR,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-10-26,2020-01-26,No,Yes,10/26/2019,10/29/2019,Off,Other,Consumer,Web,Yes,Yes,102.0,9.0,0.0,4.0,0.0,2019-10-26,1
2046,7424,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-18,2099-01-01,No,Yes,3/18/2020,3/21/2020,Off,Other,Consumer,Web,Yes,Yes,16.0,0.0,0.0,0.0,0.0,2020-03-18,0
2049,7431,FRA,Limited,INITIAL_PURCHASE,Web,202.43,USD,2020-03-10,2022-03-16,No,Yes,3/10/2020,3/13/2020,Off,Europe,Consumer,Web,Yes,Yes,75.0,73.0,68.0,12.0,8.0,2020-03-10,0
2052,7437,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-23,2019-08-05,No,Yes,11/21/2018,11/24/2018,Off,US/Canada,Consumer,App,Yes,Yes,3.0,3.0,0.0,2.0,0.0,2018-11-23,1
2055,7440,DEU,Limited,INITIAL_PURCHASE,Web,71.39,USD,2020-01-01,2020-07-04,No,Yes,1/1/2020,1/4/2020,On,Europe,Consumer,Web,No,Yes,47.0,47.0,7.0,24.0,1.0,2020-01-01,1
2058,7462,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-11,2020-05-14,No,Yes,2/11/2020,2/14/2020,Off,US/Canada,Consumer,Web,Yes,Yes,28.0,23.0,0.0,6.0,0.0,2020-02-11,1
2061,7478,ESP,Limited,RENEWAL,Web,35.97,USD,2019-07-17,2020-07-20,No,Yes,7/17/2019,7/20/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-07-17,1
2064,7499,HEB,Limited,RENEWAL,Web,35.97,USD,2019-06-19,2020-06-22,No,Yes,6/19/2019,6/22/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-06-19,1
2067,7510,ESP,Limited,RENEWAL,Web,19.99,USD,2019-11-25,2020-03-25,No,Yes,11/4/2019,11/7/2019,Off,US/Canada,Consumer,Web,No,Yes,13.0,13.0,0.0,3.0,0.0,2019-11-25,1
2070,7520,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-05,2099-01-01,No,Yes,8/8/2019,8/11/2019,Off,Other,Consumer,Web,No,Yes,146.0,23.0,2.0,16.0,1.0,2020-03-05,0
2073,7524,ALL,Lifetime,INITIAL_PURCHASE,Web,299.0,USD,2020-02-24,2099-01-01,No,Yes,2/24/2020,2/27/2020,Off,Other,Consumer,Web,Yes,Yes,48.0,8.0,0.0,5.0,0.0,2020-02-24,0
2076,7529,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-29,2099-01-01,No,Yes,3/15/2020,3/22/2020,Off,US/Canada,Consumer,Web,Yes,Yes,14.0,13.0,0.0,7.0,0.0,2020-03-29,0
2079,7531,HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-08-29,2019-12-25,No,Yes,9/1/2019,9/4/2019,Off,US/Canada,Consumer,Web,No,Yes,25.0,24.0,8.0,12.0,1.0,2019-08-29,1
2082,7532,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-22,2099-01-01,Yes,Yes,6/5/2018,6/8/2018,Off,US/Canada,Consumer,App,Yes,Yes,348.0,261.0,17.0,90.0,4.0,2020-03-22,0
2085,7536,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-29,2099-01-01,No,Yes,1/13/2020,1/16/2020,Off,US/Canada,Consumer,Web,Yes,Yes,83.0,26.0,3.0,17.0,1.0,2020-03-29,0
2088,7542,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-01,2020-01-04,No,Yes,7/1/2019,7/4/2019,Off,US/Canada,Consumer,Web,Yes,Yes,63.0,0.0,0.0,0.0,0.0,2019-07-01,1
2091,7550,ESP,Limited,INITIAL_PURCHASE,Web,147.0,USD,2019-06-03,2019-10-30,No,Yes,9/29/2019,10/2/2019,Off,Europe,Consumer,Web,No,Yes,3.0,0.0,0.0,0.0,0.0,2019-06-03,1
2094,7575,HEB,Limited,INITIAL_PURCHASE,Web,59.89,USD,2019-04-17,2020-07-01,No,Yes,3/28/2020,3/31/2020,Off,Europe,Consumer,Web,Yes,Yes,27.0,24.0,7.0,3.0,1.0,2019-04-17,1
2097,7579,ALL,Lifetime,INITIAL_PURCHASE,Web,170.1,USD,2020-02-26,2099-01-01,No,Yes,2/7/2020,2/10/2020,Off,Other,Consumer,Web,No,Yes,21.0,12.0,2.0,6.0,1.0,2020-02-26,0
2100,7593,ESC,Limited,INITIAL_PURCHASE,Web,11.52,USD,2019-04-13,2021-04-13,No,Yes,3/3/2020,3/10/2020,On,Other,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2019-04-13,1
2103,7594,KOR,Limited,INITIAL_PURCHASE,Web,47.19,USD,2019-11-29,2020-06-15,No,Yes,11/29/2019,12/2/2019,On,Europe,Consumer,Web,No,Yes,45.0,35.0,0.0,34.0,0.0,2019-11-29,1
2106,7597,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-09-08,2020-11-19,No,Yes,9/8/2019,9/11/2019,On,US/Canada,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-09-08,1
2109,7627,CHI,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-08-06,2020-02-09,No,Yes,8/6/2019,8/9/2019,Off,US/Canada,Consumer,Web,Yes,Yes,88.0,14.0,4.0,3.0,1.0,2019-08-06,1
2112,7628,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-10-21,2020-01-24,No,Yes,10/22/2019,10/25/2019,Off,US/Canada,Consumer,Web,Yes,Yes,75.0,0.0,0.0,0.0,0.0,2019-10-21,1
2115,7647,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-15,2020-01-18,No,Yes,7/15/2019,7/18/2019,On,US/Canada,Consumer,Web,Yes,Yes,133.0,83.0,0.0,72.0,0.0,2019-07-15,1
2118,7653,TGL,Limited,INITIAL_PURCHASE,Web,124.5,USD,2019-09-10,2021-09-13,No,Yes,9/10/2019,9/13/2019,Off,US/Canada,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-09-10,1
2121,7662,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-09,2099-01-01,No,Yes,2/12/2020,2/15/2020,Off,US/Canada,Consumer,Web,Yes,Yes,68.0,50.0,50.0,6.0,6.0,2020-03-09,0
2124,7680,ITA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-09-22,2020-03-03,No,Yes,9/22/2019,9/25/2019,Off,US/Canada,Consumer,Web,Yes,Yes,48.0,11.0,0.0,4.0,0.0,2019-09-22,1
2127,7687,FRA,Limited,INITIAL_PURCHASE,Web,69.32,USD,2019-10-24,2020-04-28,No,Yes,10/24/2019,10/27/2019,Off,US/Canada,Consumer,Web,Yes,Yes,28.0,28.0,24.0,4.0,1.0,2019-10-24,1
2130,7699,ESP,Limited,INITIAL_PURCHASE,Web,38.4,USD,2020-02-06,2020-05-06,No,Yes,10/7/2019,10/10/2019,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,12.0,0.0,4.0,0.0,2020-02-06,1
2133,7703,ESP,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-01-15,2099-01-01,No,Yes,12/30/2019,1/2/2020,Off,Europe,Consumer,Web,No,Yes,12.0,0.0,0.0,0.0,0.0,2020-01-15,0
2136,7710,ESC,Limited,INITIAL_PURCHASE,Web,59.29,USD,2019-12-30,2020-04-02,No,Yes,12/30/2019,1/2/2020,On,Europe,Consumer,Web,Yes,Yes,20.0,0.0,0.0,0.0,0.0,2019-12-30,1
2139,7718,CHI,Limited,RENEWAL,Web,35.97,USD,2019-07-18,2020-07-21,No,Yes,7/18/2019,7/21/2019,On,US/Canada,Consumer,Web,Yes,Yes,15.0,8.0,1.0,7.0,1.0,2019-07-18,1
2142,7729,ESP,Limited,RENEWAL,Web,119.0,USD,2019-07-02,2020-07-13,No,Yes,7/2/2019,7/5/2019,On,US/Canada,Consumer,Web,Yes,Yes,5.0,3.0,3.0,2.0,2.0,2019-07-02,1
2145,7735,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2019-12-18,2099-01-01,No,Yes,12/18/2019,12/21/2019,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,1.0,0.0,1.0,0.0,2019-12-18,0
2148,7747,ARA,Limited,INITIAL_PURCHASE,Web,74.23,USD,2019-11-29,2020-08-14,No,Yes,11/29/2019,12/2/2019,On,Europe,Consumer,Web,No,Yes,36.0,10.0,0.0,6.0,0.0,2019-11-29,1
2151,7751,ARA,Limited,RENEWAL,Web,79.0,USD,2019-07-21,2020-04-24,No,Yes,7/21/2019,7/24/2019,On,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-07-21,1
2154,7765,ESP,Limited,INITIAL_PURCHASE,Web,47.43,USD,2020-01-07,2020-04-12,No,Yes,1/7/2020,1/10/2020,Off,Europe,Consumer,Web,No,Yes,25.0,22.0,14.0,7.0,2.0,2020-01-07,1
